disease_names,where,count
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases;Usher_syndrome_type_1,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1B;Usher_syndrome_type_1,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,71
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1B,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome;Rare_genetic_deafness,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,center,10
"Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Hearing_loss,_autosomal_dominant_80",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Usher_syndrome;Meniere_disease;MYO7A-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Inborn_genetic_diseases;Usher_syndrome_type_1,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;MYO7A-related_disorder;Usher_syndrome_type_1,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Usher_syndrome_type_1,center,8
Autosomal_dominant_nonsyndromic_hearing_loss_11;Cone-rod_dystrophy;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Hearing_impairment,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases;Usher_syndrome_type_1B;Nonsyndromic_genetic_hearing_loss,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1;Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Hearing_impairment;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,35
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,center,5
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Meniere_disease;MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,6
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,center,3
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_12,center,40
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21,center,46
"Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Deafness,_neurosensory_autosomal_recessive_21",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Inborn_genetic_diseases,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Meniere_disease,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,center,2
"Autosomal_dominant_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21,center,3
Autosomal_dominant_nonsyndromic_hearing_loss_13,center,13
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",center,3
Autosomal_dominant_nonsyndromic_hearing_loss_13;Connective_tissue_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_13;Inborn_genetic_diseases,center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",center,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;COL11A2-related_disorder",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",center,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53",center,2
Autosomal_dominant_nonsyndromic_hearing_loss_15,center,64
Autosomal_dominant_nonsyndromic_hearing_loss_15;Congenital_sensorineural_hearing_impairment,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;Inborn_genetic_diseases;Hearing_impairment,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;POU4F3-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_17,center,7
Autosomal_dominant_nonsyndromic_hearing_loss_17;Focal_segmental_glomerulosclerosis;MYH9-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,center,44
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Atypical_hemolytic-uremic_syndrome,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,center,148
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Inborn_genetic_diseases,center,10
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder,center,10
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Thrombocytopenia,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_20,center,19
Autosomal_dominant_nonsyndromic_hearing_loss_20;ACTG1-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;ACTG1-related_disorder;Baraitser-winter_syndrome_2,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-Winter_syndrome,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,center,141
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;ACTG1-related_disorder,center,11
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;Inborn_genetic_diseases,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;Intellectual_disability;ACTG1-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Nonsyndromic_genetic_hearing_loss,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_22,center,23
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37,center,34
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Hearing_impairment,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Inborn_genetic_diseases,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;MYO6-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Rare_genetic_deafness,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Inborn_genetic_diseases,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Rare_genetic_deafness,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_23,center,7
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3,center,59
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3;Branchiootorenal_syndrome_1;SIX1-related_disorder,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3;SIX1-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_25,center,73
Autosomal_dominant_nonsyndromic_hearing_loss_25;Inborn_genetic_diseases,center,7
Autosomal_dominant_nonsyndromic_hearing_loss_25;SLC17A8-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_28,center,7
"Autosomal_dominant_nonsyndromic_hearing_loss_28;Corneal_dystrophy,_posterior_polymorphous,_4;Nail_and_teeth_abnormalities-marginal_palmoplantar_keratoderma-oral_hyperpigmentation_syndrome",center,2
"Autosomal_dominant_nonsyndromic_hearing_loss_28;Nail_and_teeth_abnormalities-marginal_palmoplantar_keratoderma-oral_hyperpigmentation_syndrome;Corneal_dystrophy,_posterior_polymorphous,_4",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_2A,center,77
Autosomal_dominant_nonsyndromic_hearing_loss_2A;Inborn_genetic_diseases,center,8
Autosomal_dominant_nonsyndromic_hearing_loss_2A;Inborn_genetic_diseases;KCNQ4-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_2A;KCNQ4-related_disorder,center,3
Autosomal_dominant_nonsyndromic_hearing_loss_2A;Rare_genetic_deafness,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_30,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_33,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_36,center,11
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7,center,33
"Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Hearing_loss,_autosomal_recessive",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Inborn_genetic_diseases,center,2
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Nonsyndromic_genetic_hearing_loss,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Rare_genetic_deafness,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Inborn_genetic_diseases;TMC1-related_disorder,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Rare_genetic_deafness,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Usher_syndrome_type_2A,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_3A,center,10
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Nonsyndromic_genetic_hearing_loss;Hearing_impairment",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Rare_genetic_deafness",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A,center,2
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss;nonsyndromic_sensorineural_hearing_loss;Hearing_loss,center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Nonsyndromic_genetic_hearing_loss",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Nonsyndromic_genetic_hearing_loss",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss,center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Nonsyndromic_genetic_hearing_loss;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_1A",center,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Ichthyosis,_hystrix-like,_with_hearing_loss",center,1
Autosomal_dominant_nonsyndromic_hearing_loss_3B,center,1
Autosomal_dominant_nonsyndromic_hearing_loss_3B;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hidrotic_ectodermal_dysplasia_syndrome,center,2
