disease_names,mut_type,count
Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Zimmermann-Laband_syndrome_2,SNP,2
Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Zimmermann-Laband_syndrome_2;Neurodevelopmental_delay,SNP,1
Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome,SNP,6
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Hearing_loss;Sensorineural_hearing_loss_disorder;Mutilating_keratoderma",SNP,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12",SNP,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",DEL,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",SNP,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A",SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss,SNP,11
Autosomal_dominant_nonsyndromic_hearing_loss,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss;Hereditary_optic_neuropathy,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_10,SNP,15
Autosomal_dominant_nonsyndromic_hearing_loss_10,DEL,6
Autosomal_dominant_nonsyndromic_hearing_loss_10,INS,5
Autosomal_dominant_nonsyndromic_hearing_loss_10,OTHER,1
Autosomal_dominant_nonsyndromic_hearing_loss_10;Cardiovascular_phenotype;Dilated_cardiomyopathy_1J,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J,SNP,24
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Cardiovascular_phenotype,SNP,4
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Cardiovascular_phenotype;Ventricular_tachycardia;Congestive_heart_failure,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Hypertrophic_cardiomyopathy;Cardiovascular_phenotype,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11,SNP,24
Autosomal_dominant_nonsyndromic_hearing_loss_11,DEL,3
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases;Usher_syndrome_type_1,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1B;Usher_syndrome_type_1,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,SNP,66
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,DEL,3
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,INS,2
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1B,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome;Rare_genetic_deafness,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,SNP,10
"Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Hearing_loss,_autosomal_dominant_80",SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Usher_syndrome;Meniere_disease;MYO7A-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Inborn_genetic_diseases;Usher_syndrome_type_1,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;MYO7A-related_disorder;Usher_syndrome_type_1,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Usher_syndrome_type_1,SNP,8
Autosomal_dominant_nonsyndromic_hearing_loss_11;Cone-rod_dystrophy;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Hearing_impairment,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases;Usher_syndrome_type_1B;Nonsyndromic_genetic_hearing_loss,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1;Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Hearing_impairment;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,35
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,SNP,5
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Meniere_disease;MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,6
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,SNP,3
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_12,SNP,39
Autosomal_dominant_nonsyndromic_hearing_loss_12,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21,SNP,44
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21,DEL,2
"Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Deafness,_neurosensory_autosomal_recessive_21",SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Inborn_genetic_diseases,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Meniere_disease,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,SNP,2
"Autosomal_dominant_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive",SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21,SNP,3
Autosomal_dominant_nonsyndromic_hearing_loss_13,SNP,11
Autosomal_dominant_nonsyndromic_hearing_loss_13,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_13,INS,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive",SNP,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",SNP,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",SNP,3
Autosomal_dominant_nonsyndromic_hearing_loss_13;Connective_tissue_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_13;Inborn_genetic_diseases,SNP,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",SNP,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;COL11A2-related_disorder",SNP,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",SNP,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53",SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_15,SNP,47
Autosomal_dominant_nonsyndromic_hearing_loss_15,DEL,14
Autosomal_dominant_nonsyndromic_hearing_loss_15,INS,3
Autosomal_dominant_nonsyndromic_hearing_loss_15;Congenital_sensorineural_hearing_impairment,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;Inborn_genetic_diseases;Hearing_impairment,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;POU4F3-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_17,SNP,6
Autosomal_dominant_nonsyndromic_hearing_loss_17,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;Focal_segmental_glomerulosclerosis;MYH9-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,SNP,44
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Atypical_hemolytic-uremic_syndrome,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,SNP,140
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,DEL,5
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,OTHER,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Inborn_genetic_diseases,SNP,10
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder,SNP,10
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Thrombocytopenia,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_20,SNP,19
Autosomal_dominant_nonsyndromic_hearing_loss_20;ACTG1-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;ACTG1-related_disorder;Baraitser-winter_syndrome_2,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-Winter_syndrome,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,SNP,137
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,DEL,2
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,OTHER,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;ACTG1-related_disorder,SNP,10
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;ACTG1-related_disorder,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;Inborn_genetic_diseases,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;Intellectual_disability;ACTG1-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Nonsyndromic_genetic_hearing_loss,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_22,SNP,18
Autosomal_dominant_nonsyndromic_hearing_loss_22,INS,3
Autosomal_dominant_nonsyndromic_hearing_loss_22,DEL,2
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37,SNP,32
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37,INS,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Hearing_impairment,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Hearing_impairment,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Inborn_genetic_diseases,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;MYO6-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Rare_genetic_deafness,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Inborn_genetic_diseases,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Rare_genetic_deafness,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_23,SNP,7
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3,SNP,57
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3,DEL,2
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3;Branchiootorenal_syndrome_1;SIX1-related_disorder,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_23;Branchiootic_syndrome_3;SIX1-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_25,SNP,70
Autosomal_dominant_nonsyndromic_hearing_loss_25,INS,2
Autosomal_dominant_nonsyndromic_hearing_loss_25,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_25;Inborn_genetic_diseases,SNP,7
Autosomal_dominant_nonsyndromic_hearing_loss_25;SLC17A8-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_28,SNP,6
Autosomal_dominant_nonsyndromic_hearing_loss_28,INS,1
"Autosomal_dominant_nonsyndromic_hearing_loss_28;Corneal_dystrophy,_posterior_polymorphous,_4;Nail_and_teeth_abnormalities-marginal_palmoplantar_keratoderma-oral_hyperpigmentation_syndrome",SNP,2
"Autosomal_dominant_nonsyndromic_hearing_loss_28;Nail_and_teeth_abnormalities-marginal_palmoplantar_keratoderma-oral_hyperpigmentation_syndrome;Corneal_dystrophy,_posterior_polymorphous,_4",SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_2A,SNP,71
Autosomal_dominant_nonsyndromic_hearing_loss_2A,DEL,4
Autosomal_dominant_nonsyndromic_hearing_loss_2A,INS,2
Autosomal_dominant_nonsyndromic_hearing_loss_2A;Inborn_genetic_diseases,SNP,8
Autosomal_dominant_nonsyndromic_hearing_loss_2A;Inborn_genetic_diseases;KCNQ4-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_2A;KCNQ4-related_disorder,SNP,3
Autosomal_dominant_nonsyndromic_hearing_loss_2A;Rare_genetic_deafness,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_30,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_33,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_36,SNP,10
Autosomal_dominant_nonsyndromic_hearing_loss_36,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7,SNP,32
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7,INS,1
"Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Hearing_loss,_autosomal_recessive",SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Inborn_genetic_diseases,SNP,2
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Nonsyndromic_genetic_hearing_loss,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Autosomal_recessive_nonsyndromic_hearing_loss_7;Rare_genetic_deafness,DEL,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Inborn_genetic_diseases;TMC1-related_disorder,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Rare_genetic_deafness,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_36;Usher_syndrome_type_2A,SNP,1
Autosomal_dominant_nonsyndromic_hearing_loss_3A,SNP,10
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome",SNP,1
"Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Mutilating_keratoderma;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Nonsyndromic_genetic_hearing_loss;GJB2-related_disorder;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_1B;Hearing_impairment",SNP,1
