disease_names,tt,count
"Autoinflammatory_syndrome;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness",transition,1
"Autoinflammatory_syndrome;NLRP3-related_disorder;Cryopyrin_associated_periodic_syndrome;Familial_cold_autoinflammatory_syndrome_1;Familial_amyloid_nephropathy_with_urticaria_AND_deafness;Chronic_infantile_neurological,_cutaneous_and_articular_syndrome",transition,1
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy",transversion,4
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy",transition,3
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy;Hereditary_sensory_neuropathy-deafness-dementia_syndrome",transition,12
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy;Hereditary_sensory_neuropathy-deafness-dementia_syndrome",transversion,3
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy;Hereditary_sensory_neuropathy-deafness-dementia_syndrome;Inborn_genetic_diseases",transition,1
"Autosomal_dominant_cerebellar_ataxia,_deafness_and_narcolepsy;Spastic_ataxia",transition,1
Autosomal_dominant_deafness_-_onychodystrophy_syndrome,transition,3
Autosomal_dominant_deafness_-_onychodystrophy_syndrome,transversion,3
Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Inborn_genetic_diseases,transition,1
Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Zimmermann-Laband_syndrome_2,transition,1
Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Zimmermann-Laband_syndrome_2,transversion,1
Autosomal_dominant_deafness_-_onychodystrophy_syndrome;Zimmermann-Laband_syndrome_2;Neurodevelopmental_delay,transition,1
Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome,transition,3
Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome,transversion,3
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Ichthyosis,_hystrix-like,_with_hearing_loss;Hearing_loss;Sensorineural_hearing_loss_disorder;Mutilating_keratoderma",transition,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Autosomal_dominant_nonsyndromic_hearing_loss_3A;X-linked_mixed_hearing_loss_with_perilymphatic_gusher;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Autosomal_recessive_nonsyndromic_hearing_loss_12",transition,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_dominant_nonsyndromic_hearing_loss_3A;Autosomal_recessive_nonsyndromic_hearing_loss_1A",transversion,1
"Autosomal_dominant_keratitis-ichthyosis-hearing_loss_syndrome;Palmoplantar_keratoderma-deafness_syndrome;Knuckle_pads,_deafness_AND_leukonychia_syndrome;Mutilating_keratoderma;Ichthyosis,_hystrix-like,_with_hearing_loss;Autosomal_recessive_nonsyndromic_hearing_loss_1A;Autosomal_dominant_nonsyndromic_hearing_loss_3A",transition,1
Autosomal_dominant_nonsyndromic_hearing_loss,transition,7
Autosomal_dominant_nonsyndromic_hearing_loss,transversion,4
Autosomal_dominant_nonsyndromic_hearing_loss_10,transversion,9
Autosomal_dominant_nonsyndromic_hearing_loss_10,transition,6
Autosomal_dominant_nonsyndromic_hearing_loss_10;Cardiovascular_phenotype;Dilated_cardiomyopathy_1J,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J,transition,16
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J,transversion,8
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Cardiovascular_phenotype,transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Cardiovascular_phenotype,transversion,2
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Cardiovascular_phenotype;Ventricular_tachycardia;Congestive_heart_failure,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_10;Dilated_cardiomyopathy_1J;Hypertrophic_cardiomyopathy;Cardiovascular_phenotype,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11,transition,13
Autosomal_dominant_nonsyndromic_hearing_loss_11,transversion,11
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Inborn_genetic_diseases;Usher_syndrome_type_1,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;MYO7A-related_disorder;Usher_syndrome_type_1B;Usher_syndrome_type_1,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transition,44
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transversion,22
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Inborn_genetic_diseases;Usher_syndrome_type_1B,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,transition,8
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B,transversion,2
"Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Hearing_loss,_autosomal_dominant_80",transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1;Usher_syndrome_type_1B;Usher_syndrome;Meniere_disease;MYO7A-related_disorder,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Inborn_genetic_diseases;Usher_syndrome_type_1,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;MYO7A-related_disorder;Usher_syndrome_type_1,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Usher_syndrome_type_1,transition,5
Autosomal_dominant_nonsyndromic_hearing_loss_11;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B;Usher_syndrome_type_1,transversion,3
Autosomal_dominant_nonsyndromic_hearing_loss_11;Cone-rod_dystrophy;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Hearing_impairment,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Inborn_genetic_diseases;Usher_syndrome_type_1B;Nonsyndromic_genetic_hearing_loss,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder,transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_11;MYO7A-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Nonsyndromic_genetic_hearing_loss;Usher_syndrome_type_1;Usher_syndrome_type_1B;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Hearing_impairment;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Retinal_dystrophy;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,23
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,12
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,transition,4
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1B,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Meniere_disease;MYO7A-related_disorder;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,5
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1;Usher_syndrome_type_1B;Rare_genetic_deafness;Autosomal_recessive_nonsyndromic_hearing_loss_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Autosomal_recessive_nonsyndromic_hearing_loss_2;Usher_syndrome_type_1,transition,3
Autosomal_dominant_nonsyndromic_hearing_loss_11;Usher_syndrome_type_1B;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12,transition,24
Autosomal_dominant_nonsyndromic_hearing_loss_12,transversion,15
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21,transition,34
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21,transversion,10
"Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Deafness,_neurosensory_autosomal_recessive_21",transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Inborn_genetic_diseases,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Meniere_disease,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;Meniere_disease,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,transition,2
"Autosomal_dominant_nonsyndromic_hearing_loss_12;Hearing_loss,_autosomal_recessive",transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;Inborn_genetic_diseases;Autosomal_recessive_nonsyndromic_hearing_loss_21;TECTA-related_disorder,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_12;TECTA-related_disorder;Autosomal_recessive_nonsyndromic_hearing_loss_21,transition,3
Autosomal_dominant_nonsyndromic_hearing_loss_13,transition,7
Autosomal_dominant_nonsyndromic_hearing_loss_13,transversion,4
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive",transversion,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Fibrochondrogenesis_2;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",transversion,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",transition,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_13;Connective_tissue_disorder,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_13;Inborn_genetic_diseases,transition,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2",transition,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;COL11A2-related_disorder",transition,1
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant",transition,2
"Autosomal_dominant_nonsyndromic_hearing_loss_13;Otospondylomegaepiphyseal_dysplasia,_autosomal_recessive;Otospondylomegaepiphyseal_dysplasia,_autosomal_dominant;Fibrochondrogenesis_2;Autosomal_recessive_nonsyndromic_hearing_loss_53",transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_15,transition,27
Autosomal_dominant_nonsyndromic_hearing_loss_15,transversion,20
Autosomal_dominant_nonsyndromic_hearing_loss_15;Congenital_sensorineural_hearing_impairment,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;Inborn_genetic_diseases,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;Inborn_genetic_diseases;Hearing_impairment,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_15;POU4F3-related_disorder,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_17,transversion,4
Autosomal_dominant_nonsyndromic_hearing_loss_17,transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;Focal_segmental_glomerulosclerosis;MYH9-related_disorder,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,transition,37
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder,transversion,7
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Atypical_hemolytic-uremic_syndrome,transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;MYH9-related_disorder;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,transition,91
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss,transversion,49
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Inborn_genetic_diseases,transition,5
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Inborn_genetic_diseases,transversion,5
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder,transition,9
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;MYH9-related_disorder,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_17;Macrothrombocytopenia_and_granulocyte_inclusions_with_or_without_nephritis_or_sensorineural_hearing_loss;Thrombocytopenia,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_20,transition,15
Autosomal_dominant_nonsyndromic_hearing_loss_20,transversion,4
Autosomal_dominant_nonsyndromic_hearing_loss_20;ACTG1-related_disorder,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;ACTG1-related_disorder;Baraitser-winter_syndrome_2,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-Winter_syndrome,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,transition,107
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2,transversion,30
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;ACTG1-related_disorder,transition,9
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;ACTG1-related_disorder,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;Inborn_genetic_diseases,transition,2
Autosomal_dominant_nonsyndromic_hearing_loss_20;Baraitser-winter_syndrome_2;Intellectual_disability;ACTG1-related_disorder,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_20;Nonsyndromic_genetic_hearing_loss,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_22,transition,10
Autosomal_dominant_nonsyndromic_hearing_loss_22,transversion,8
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37,transition,22
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37,transversion,10
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Hearing_impairment,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Inborn_genetic_diseases,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Inborn_genetic_diseases,transversion,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;MYO6-related_disorder,transition,1
Autosomal_dominant_nonsyndromic_hearing_loss_22;Autosomal_recessive_nonsyndromic_hearing_loss_37;Rare_genetic_deafness,transition,1
